,frequency,look_back,num_nodes,batch_size,accuracy,balanced_accuracy,weighted_f1_score,weighted_precision,weighted_recall,time
0,10s,3,16,6,0.9854930349263116,0.5365179964687521,0.9854930349263116,0.9854930349263116,0.9854930349263116,285.57718682289124
1,10s,3,16,12,0.9854930349263116,0.5365179964687521,0.9854930349263116,0.9854930349263116,0.9854930349263116,149.38080382347107
2,10s,3,16,24,0.9854930349263116,0.5659534201620314,0.9855064733314334,0.9855200084157287,0.9854930349263116,78.73767232894897
3,10s,3,32,6,0.985608398465665,0.594102329605905,0.9856248789712868,0.9856468529787827,0.985608398465665,295.7852506637573
4,10s,3,32,12,0.985608398465665,0.5716057157669977,0.985608398465665,0.985608398465665,0.985608398465665,152.2275505065918
5,10s,3,32,24,0.985608398465665,0.5430254299786478,0.985608398465665,0.985608398465665,0.985608398465665,82.55932068824768
6,10s,3,64,6,0.985608398465665,0.598070583574159,0.9856172725840766,0.9856276257222237,0.985608398465665,320.20417380332947
7,10s,3,64,12,0.985608398465665,0.6033615888651642,0.985608398465665,0.985608398465665,0.985608398465665,173.2233591079712
8,10s,3,64,24,0.985608398465665,0.6033583327867925,0.9856227828982835,0.9856371681761005,0.985608398465665,97.30099296569824
9,10s,6,16,6,0.9778482838188636,0.4107771175271905,0.9778482838188636,0.9778482838188636,0.9778482838188636,380.5920341014862
10,10s,6,16,12,0.9778482838188636,0.45641901947465613,0.9778482838188636,0.9778482838188636,0.9778482838188636,193.4110450744629
11,10s,6,16,24,0.9778482838188636,0.5107945353123811,0.9779504941164006,0.9780571291473898,0.9778482838188636,107.2387866973877
12,10s,6,32,6,0.9778771271993077,0.44116889564265666,0.9778771271993077,0.9778771271993077,0.9778771271993077,381.6419734954834
13,10s,6,32,12,0.9778771271993077,0.44116889564265666,0.9778771271993077,0.9778771271993077,0.9778771271993077,200.3805673122406
14,10s,6,32,24,0.9778771271993077,0.4191104508605238,0.9778771271993077,0.9778771271993077,0.9778771271993077,110.49027943611145
15,10s,6,64,6,0.9778771271993077,0.46435552741116404,0.9778793459208803,0.9778819344293818,0.9778771271993077,427.55120301246643
16,10s,6,64,12,0.9778771271993077,0.4656782787339153,0.9778771271993077,0.9778771271993077,0.9778771271993077,229.7994258403778
17,10s,6,64,24,0.9778771271993077,0.4191104508605238,0.9778771271993077,0.9778771271993077,0.9778771271993077,129.03435635566711
18,10s,12,16,6,0.9695361181629356,0.3750153436957029,0.9695501443695724,0.9695641715329765,0.9695361181629356,553.1191248893738
19,10s,12,16,12,0.9695649665358874,0.3958500755712208,0.9695933251106001,0.9696216854842289,0.9695649665358874,316.49929642677307
20,10s,12,16,24,0.9695361181629356,0.37501883466895847,0.9695361181629356,0.9695361181629356,0.9695361181629356,177.27135014533997
21,10s,12,32,6,0.9695361181629356,0.35626789293551053,0.9695361181629356,0.9695361181629356,0.9695361181629356,595.6900157928467
22,10s,12,32,12,0.9695361181629356,0.35626789293551053,0.9695361181629356,0.9695361181629356,0.9695361181629356,310.3498523235321
23,10s,12,32,24,0.9695361181629356,0.3750153436957029,0.9695501443695724,0.9695641715329765,0.9695361181629356,172.43247246742249
24,10s,12,64,6,0.9695361181629356,0.37501883466895847,0.9695361181629356,0.9695361181629356,0.9695361181629356,657.6224250793457
25,10s,12,64,12,0.9695361181629356,0.35626789293551053,0.9695361181629356,0.9695361181629356,0.9695361181629356,364.37371945381165
26,10s,12,64,24,0.9695361181629356,0.3750188346689584,0.9695361181629356,0.9695361181629356,0.9695361181629356,210.7233386039734
27,30s,3,16,6,0.97533748701973,0.47995844597468096,0.9754236408065581,0.9755098249720134,0.97533748701973,107.64442896842957
28,30s,3,16,12,0.97533748701973,0.47998038307126834,0.97533748701973,0.97533748701973,0.97533748701973,54.950905561447144
29,30s,3,16,24,0.9756836275527865,0.5843637734337878,0.9760321564410858,0.9763935005480303,0.9756836275527865,29.515263080596924
30,30s,3,32,6,0.97533748701973,0.45174624289060555,0.97533748701973,0.97533748701973,0.97533748701973,110.68704652786255
31,30s,3,32,12,0.97533748701973,0.45174624289060555,0.97533748701973,0.97533748701973,0.97533748701973,58.28642225265503
32,30s,3,32,24,0.97533748701973,0.479133708194421,0.9753541867822898,0.9753714829649409,0.97533748701973,32.69488477706909
33,30s,3,64,6,0.97533748701973,0.45174624289060555,0.97533748701973,0.97533748701973,0.97533748701973,115.0513219833374
34,30s,3,64,12,0.97533748701973,0.45174624289060555,0.97533748701973,0.97533748701973,0.97533748701973,62.19234871864319
35,30s,3,64,24,0.97533748701973,0.45174624289060555,0.97533748701973,0.97533748701973,0.97533748701973,35.44662404060364
36,30s,6,16,6,0.9640785943045097,0.3902284974517031,0.9640785943045097,0.9640785943045097,0.9640785943045097,137.1402931213379
37,30s,6,16,12,0.9640785943045097,0.3902284974517031,0.9640785943045097,0.9640785943045097,0.9640785943045097,75.31491446495056
38,30s,6,16,24,0.9644248247208518,0.46420174562965694,0.9646354571567999,0.9648685335604863,0.9644248247208518,41.19118905067444
39,30s,6,32,6,0.9640785943045097,0.3902284974517031,0.9640785943045097,0.9640785943045097,0.9640785943045097,140.46218085289001
40,30s,6,32,12,0.9640785943045097,0.3902284974517031,0.9640785943045097,0.9640785943045097,0.9640785943045097,71.08382606506348
41,30s,6,32,24,0.9640785943045097,0.43939263749753427,0.9641616402514118,0.9642481577568899,0.9640785943045097,40.143176317214966
42,30s,6,64,6,0.9640785943045097,0.3902284974517031,0.9640785943045097,0.9640785943045097,0.9640785943045097,151.9882562160492
43,30s,6,64,12,0.9640785943045097,0.3902284974517031,0.9640785943045097,0.9640785943045097,0.9640785943045097,84.01101899147034
44,30s,6,64,24,0.9640785943045097,0.3902284974517031,0.9640785943045097,0.9640785943045097,0.9640785943045097,47.872507095336914
45,30s,12,16,6,0.9493374902572097,0.3167983371033546,0.9493374902572097,0.9493374902572097,0.9493374902572097,195.48330855369568
46,30s,12,16,12,0.9493374902572097,0.33658737729013455,0.9493801541464868,0.9494228255576064,0.9493374902572097,102.76806211471558
47,30s,12,16,24,0.9496839005802373,0.3830239607074231,0.9498431337395581,0.9500066368332918,0.9496839005802373,59.69894003868103
48,30s,12,32,6,0.9493374902572097,0.3167983371033546,0.9493374902572097,0.9493374902572097,0.9493374902572097,192.47595763206482
49,30s,12,32,12,0.9493374902572097,0.3167983371033546,0.9493374902572097,0.9493374902572097,0.9493374902572097,104.7151267528534
50,30s,12,32,24,0.9493374902572097,0.33613641051221566,0.949346606318342,0.9493560479530861,0.9493374902572097,56.63232684135437
51,30s,12,64,6,0.9493374902572097,0.3167983371033546,0.9493374902572097,0.9493374902572097,0.9493374902572097,206.9199481010437
52,30s,12,64,12,0.9493374902572097,0.3167983371033546,0.9493374902572097,0.9493374902572097,0.9493374902572097,113.33944201469421
53,30s,12,64,24,0.9493374902572097,0.3357301776167586,0.949342584526666,0.9493483155798043,0.9493374902572097,66.27980256080627
54,1min,3,16,6,0.9684957590444867,0.42256710195068853,0.9684957590444867,0.9684957590444867,0.9684957590444867,51.89585471153259
55,1min,3,16,12,0.9684957590444867,0.44945619079868315,0.9685165310714904,0.9685390341007444,0.9684957590444867,30.936339616775513
56,1min,3,16,24,0.9646875540938203,0.4828672470453625,0.9647452541688305,0.964817379262593,0.9646875540938203,16.14061665534973
57,1min,3,32,6,0.9684957590444867,0.42256710195068853,0.9684957590444867,0.9684957590444867,0.9684957590444867,52.03221273422241
58,1min,3,32,12,0.9684957590444867,0.42256710195068853,0.9684957590444867,0.9684957590444867,0.9684957590444867,28.440775156021118
59,1min,3,32,24,0.9688419594945473,0.4829771143833984,0.96908617641871,0.9693324301996715,0.9688419594945473,16.73590636253357
60,1min,3,64,6,0.9684957590444867,0.42256710195068853,0.9684957590444867,0.9684957590444867,0.9684957590444867,56.56390738487244
61,1min,3,64,12,0.9684957590444867,0.42256710195068853,0.9684957590444867,0.9684957590444867,0.9684957590444867,31.1941077709198
62,1min,3,64,24,0.9684957590444867,0.42256710195068853,0.9684957590444867,0.9684957590444867,0.9684957590444867,18.510813236236572
63,1min,6,16,6,0.951679944579148,0.367292663163231,0.9518326961513058,0.9519873571181157,0.951679944579148,65.83475875854492
64,1min,6,16,12,0.951679944579148,0.39327159888099494,0.951898712166302,0.9521197005444052,0.951679944579148,35.70008563995361
65,1min,6,16,24,0.9509871839279529,0.4115000252707918,0.9520949002884674,0.9532076943332861,0.9509871839279529,21.18673062324524
66,1min,6,32,6,0.9513335642535504,0.3442404210982451,0.9513335642535504,0.9513335642535504,0.9513335642535504,66.8384895324707
67,1min,6,32,12,0.9513335642535504,0.3668274636642151,0.9514090989039922,0.9514851056459993,0.9513335642535504,36.34463548660278
68,1min,6,32,24,0.9513335642535504,0.39192264580545205,0.951527964693832,0.9517248131481749,0.9513335642535504,21.68302011489868
69,1min,6,64,6,0.9513335642535504,0.3442404210982451,0.9513335642535504,0.9513335642535504,0.9513335642535504,73.19067645072937
70,1min,6,64,12,0.9513335642535504,0.3442404210982451,0.9513335642535504,0.9513335642535504,0.9513335642535504,41.24783396720886
71,1min,6,64,24,0.951679944579148,0.39350302212282445,0.9519180853431529,0.9521581656108336,0.951679944579148,24.625691890716553
72,1min,12,16,6,0.925624133148405,0.3140891480926535,0.925670129355487,0.9257180420711975,0.925624133148405,93.096848487854
73,1min,12,16,12,0.9259708737864077,0.3642436013698322,0.9261907224040322,0.926412340655945,0.9259708737864077,50.63697648048401
74,1min,12,16,24,0.92250346740638,0.42180978448908096,0.9237883756075321,0.9250800953618419,0.92250346740638,29.643695831298828
75,1min,12,32,6,0.925624133148405,0.2958127430035293,0.925624133148405,0.925624133148405,0.925624133148405,94.1122841835022
76,1min,12,32,12,0.925624133148405,0.3155335925370979,0.925624133148405,0.925624133148405,0.925624133148405,54.331965923309326
77,1min,12,32,24,0.9257975034674064,0.36405145551058443,0.9259665960555901,0.9261358078910149,0.9257975034674064,29.474101066589355
78,1min,12,64,6,0.925624133148405,0.2958127430035293,0.925624133148405,0.925624133148405,0.925624133148405,104.89156246185303
79,1min,12,64,12,0.925624133148405,0.2958127430035293,0.925624133148405,0.925624133148405,0.925624133148405,60.299983739852905
80,1min,12,64,24,0.9259708737864077,0.3382535845966261,0.9261097854084647,0.9262504334257975,0.9259708737864077,36.93427872657776
